"itemID","item","type","category","choices","definition","gloss","uni_lemma","complexity_category"
"item_472","FIND","word","action_words","produces","FIND",,,
"item_473","FINISH","word","action_words","produces","FINISH",,,
"item_474","FIT","word","action_words","produces","FIT",,,
"item_475","FIX","word","action_words","produces","FIX",,,
"item_476","GET_TAKE","word","action_words","produces","GET/TAKE",,,
"item_477","GET_A_SHOT","word","action_words","produces","GET-A-SHOT",,,
"item_478","GIVE","word","action_words","produces","GIVE",,,
"item_479","GO","word","action_words","produces","GO",,,
"item_480","HATE","word","action_words","produces","HATE",,,
"item_481","HAVE","word","action_words","produces","HAVE",,,
"item_482","HEAR","word","action_words","produces","HEAR",,,
"item_483","HELP","word","action_words","produces","HELP",,,
"item_484","HIDE","word","action_words","produces","HIDE",,,
"item_485","HIT","word","action_words","produces","HIT",,,
"item_486","HOLD","word","action_words","produces","HOLD",,,
"item_487","HUG","word","action_words","produces","HUG",,,
"item_488","HURRY","word","action_words","produces","HURRY",,,
"item_489","IMAGINE","word","action_words","produces","IMAGINE",,,
"item_490","JUMP","word","action_words","produces","JUMP",,,
"item_491","KICK","word","action_words","produces","KICK",,,
"item_492","KISS","word","action_words","produces","KISS",,,
"item_493","KNOCK","word","action_words","produces","KNOCK",,,
"item_494","LICK","word","action_words","produces","LICK",,,
"item_495","LIKE","word","action_words","produces","LIKE",,,
"item_496","LOOK","word","action_words","produces","LOOK",,,
"item_497","LOVE","word","action_words","produces","LOVE",,,
"item_498","MAKE","word","action_words","produces","MAKE",,,
"item_499","OPEN","word","action_words","produces","OPEN",,,
"item_500","PAINT","word","action_words","produces","PAINT",,,
"item_501","PICK","word","action_words","produces","PICK",,,
"item_502","PLAY","word","action_words","produces","PLAY",,,
"item_503","POUR","word","action_words","produces","POUR",,,
"item_504","PULL","word","action_words","produces","PULL",,,
"item_505","PUSH","word","action_words","produces","PUSH",,,
"item_506","PUT","word","action_words","produces","PUT",,,
"item_507","READ","word","action_words","produces","READ",,,
"item_508","RIDE_IN","word","action_words","produces","RIDE-IN",,,
"item_509","RUN","word","action_words","produces","RUN",,,
"item_510","SAY","word","action_words","produces","SAY",,,
"item_511","SEE","word","action_words","produces","SEE",,,
"item_512","SEARCH_FOR","word","action_words","produces","SEARCH-FOR",,,
"item_513","SHAKE","word","action_words","produces","SHAKE",,,
"item_514","SHARE","word","action_words","produces","SHARE",,,
"item_515","SHOW","word","action_words","produces","SHOW",,,
"item_516","SIGN","word","action_words","produces","SIGN",,,
"item_517","SIT","word","action_words","produces","SIT",,,
"item_518","SKATE","word","action_words","produces","SKATE",,,
"item_519","SLEEP","word","action_words","produces","SLEEP",,,
"item_520","SLIDE","word","action_words","produces","SLIDE",,,
"item_521","SMILE","word","action_words","produces","SMILE",,,
"item_522","SPILL","word","action_words","produces","SPILL",,,
"item_523","STAND","word","action_words","produces","STAND",,,
"item_524","STAY","word","action_words","produces","STAY",,,
"item_525","STOP","word","action_words","produces","STOP",,,
"item_526","SWEEP","word","action_words","produces","SWEEP",,,
"item_527","SUPPOSE","word","action_words","produces","SUPPOSE",,,
"item_528","SWIM","word","action_words","produces","SWIM",,,
"item_529","SWING","word","action_words","produces","SWING",,,
"item_530","TALK","word","action_words","produces","TALK",,,
"item_531","TAKE_PILL","word","action_words","produces","TAKE-PILL",,,
"item_532","TASTE","word","action_words","produces","TASTE",,,
"item_533","TEAR","word","action_words","produces","TEAR",,,
"item_534","TELL","word","action_words","produces","TELL",,,
"item_535","THINK","word","action_words","produces","THINK",,,
"item_536","THROW","word","action_words","produces","THROW",,,
"item_537","TOUCH","word","action_words","produces","TOUCH",,,
"item_538","WAIT","word","action_words","produces","WAIT",,,
"item_539","WALK","word","action_words","produces","WALK",,,
"item_540","WASH","word","action_words","produces","WASH",,,
"item_541","WATCH","word","action_words","produces","WATCH",,,
"item_542","WISH","word","action_words","produces","WISH",,,
"item_543","WORK","word","action_words","produces","WORK",,,
"item_544","BAD","word","descriptive_words","produces","BAD",,,
"item_545","BETTER","word","descriptive_words","produces","BETTER",,,
"item_546","BIG","word","descriptive_words","produces","BIG",,,
"item_547","BLACK","word","descriptive_words","produces","BLACK",,,
"item_548","BLUE","word","descriptive_words","produces","BLUE",,,
"item_549","BROWN","word","descriptive_words","produces","BROWN",,,
"item_550","CAREFUL","word","descriptive_words","produces","CAREFUL",,,
"item_551","COLD","word","descriptive_words","produces","COLD",,,
"item_552","CUTE","word","descriptive_words","produces","CUTE",,,
"item_553","DARK","word","descriptive_words","produces","DARK",,,
"item_554","DIRTY","word","descriptive_words","produces","DIRTY",,,
"item_555","EMPTY","word","descriptive_words","produces","EMPTY",,,
"item_556","FAST","word","descriptive_words","produces","FAST",,,
"item_557","FINE","word","descriptive_words","produces","FINE",,,
"item_558","FIRST","word","descriptive_words","produces","FIRST",,,
"item_559","FULL","word","descriptive_words","produces","FULL",,,
"item_560","GOOD","word","descriptive_words","produces","GOOD",,,
"item_561","GREEN","word","descriptive_words","produces","GREEN",,,
"item_562","HAPPY","word","descriptive_words","produces","HAPPY",,,
"item_563","HARD","word","descriptive_words","produces","HARD",,,
"item_564","HEAVY","word","descriptive_words","produces","HEAVY",,,
"item_565","HIGH","word","descriptive_words","produces","HIGH",,,
"item_566","HOT","word","descriptive_words","produces","HOT",,,
"item_567","HUNGRY","word","descriptive_words","produces","HUNGRY",,,
"item_568","HURT","word","descriptive_words","produces","HURT",,,
"item_569","LAST","word","descriptive_words","produces","LAST",,,
"item_570","LITTLE","word","descriptive_words","produces","LITTLE",,,
"item_571","LONG","word","descriptive_words","produces","LONG",,,
"item_572","MAD/ANGRY","word","descriptive_words","produces","MAD/ANGRY",,,
"item_573","NEW","word","descriptive_words","produces","NEW",,,
"item_574","NICE","word","descriptive_words","produces","NICE",,,
"item_575","NOISY","word","descriptive_words","produces","NOISY",,,
"item_576","OLD","word","descriptive_words","produces","OLD",,,
"item_577","ORANGE","word","descriptive_words","produces","ORANGE",,,
"item_578","POOR","word","descriptive_words","produces","POOR",,,
"item_579","PRETTY","word","descriptive_words","produces","PRETTY",,,
"item_580","QUIET","word","descriptive_words","produces","QUIET",,,
"item_581","RED","word","descriptive_words","produces","RED",,,
"item_582","SAD","word","descriptive_words","produces","SAD",,,
"item_583","SCARED","word","descriptive_words","produces","SCARED",,,
"item_584","SICK","word","descriptive_words","produces","SICK",,,
"item_585","SLEEPY","word","descriptive_words","produces","SLEEPY",,,
"item_586","SLOW","word","descriptive_words","produces","SLOW",,,
"item_587","SOFT","word","descriptive_words","produces","SOFT",,,
"item_588","STICKY","word","descriptive_words","produces","STICKY",,,
"item_589","STUCK","word","descriptive_words","produces","STUCK",,,
"item_590","THIRSTY","word","descriptive_words","produces","THIRSTY",,,
"item_591","TIRED","word","descriptive_words","produces","TIRED",,,
"item_592","WET","word","descriptive_words","produces","WET",,,
"item_593","WHITE","word","descriptive_words","produces","WHITE",,,
"item_594","WINDY","word","descriptive_words","produces","WINDY",,,
"item_595","YELLOW","word","descriptive_words","produces","YELLOW",,,
"item_596","YUCKY","word","descriptive_words","produces","YUCKY",,,
"item_597","DO_DO","word","question_words","produces","DO-DO",,,
"item_598","HOW","word","question_words","produces","HOW",,,
"item_599","WHAT","word","question_words","produces","""WHAT""",,,
"item_600","W_H_A_T","word","question_words","produces","W-H-A-T",,,
"item_601","WHAT","word","question_words","produces","WHAT",,,
"item_602","WHEN","word","question_words","produces","WHEN",,,
"item_603","WHERE","word","question_words","produces","WHERE",,,
"item_604","WHICH","word","question_words","produces","WHICH",,,
"item_605","WHO","word","question_words","produces","WHO",,,
"item_606","WHY","word","question_words","produces","WHY",,,
"item_607","combine","combine",,"yes; no","Does your baby combine signs to make sentences?",,,
"item_608","ANIMAL","word","animals","produces","ANIMAL",,,
"item_609","FOX","word","animals","produces","FOX",,,
"item_610","SNAKE","word","animals","produces","SNAKE",,,
"item_611","SPIDER","word","animals","produces","SPIDER",,,
"item_612","ZEBRA","word","animals","produces","ZEBRA",,,
"item_613","SANDALS","word","clothing","produces","SANDALS",,,
"item_614","SWIMSUIT","word","clothing","produces","SWIMSUIT",,,
"item_615","LETTER","word","household","produces","LETTER",,,
"item_616","NEWSPAPER","word","household","produces","NEWSPAPER",,,
"item_617","REFRIGERATOR","word","household","produces","REFRIGERATOR",,,
"item_618","TDD","word","household","produces","TDD",,,
"item_619","COUSIN","word","people","produces","COUSIN",,,
"item_620","INTERPRETER","word","people","produces","INTERPRETER",,,
"item_621","MONSTER","word","people","produces","MONSTER",,,
"item_622","NAME_SIGNS","word","people","produces","NAME SIGNS",,,
"item_623","SPEECH_THERAPIST","word","people","produces","SPEECH THERAPIST",,,
"item_624","BAGEL","word","food_drink","produces","BAGEL",,,
"item_625","CARROT","word","food_drink","produces","CARROT",,,
"item_626","CREAM_CHEESE","word","food_drink","produces","CREAM CHEESE",,,
"item_627","EGG","word","food_drink","produces","EGG",,,
"item_628","ONION","word","food_drink","produces","ONION",,,
"item_629","PANCAKE","word","food_drink","produces","PANCAKE",,,
"item_630","SYRUP","word","food_drink","produces","SYRUP",,,
"item_631","TOMATO","word","food_drink","produces","TOMATO",,,
"item_632","VEGETABLE","word","food_drink","produces","VEGETABLE",,,
"item_633","WAFFLE","word","food_drink","produces","WAFFLE",,,
"item_634","BETWEEN","word","locations","produces","BETWEEN",,,
"item_635","FRONT","word","locations","produces","FRONT",,,
"item_636","DINING ROOM","word","furniture_rooms","produces","DINING ROOM",,,
"item_637","EARTH","word","outside","produces","EARTH",,,
"item_638","LIGHTNING","word","outside","produces","LIGHTNING",,,
"item_639","TENT","word","outside","produces","TENT",,,
"item_640","THUNDER","word","outside","produces","THUNDER",,,
"item_641","TICKET","word","outside","produces","TICKET",,,
"item_642","DAYS_OF_THE_WEEK","word","time_words","produces","DAYS OF THE WEEK",,,
"item_643","MONTH","word","time_words","produces","MONTH",,,
"item_644","SOON","word","time_words","produces","SOON",,,
"item_645","WEEK","word","time_words","produces","WEEK",,,
"item_646","YEAR","word","time_words","produces","YEAR",,,
"item_647","MCDONALDS","word","places","produces","McDONALD'S",,,
"item_648","RESTAURANT","word","places","produces","RESTAURANT",,,
"item_649","VACATION","word","places","produces","VACATION",,,
"item_650","AMBULANCE","word","vehicles","produces","AMBULANCE",,,
"item_651","BASEBALL","word","games_routines","produces","BASEBALL",,,
"item_652","BASKETBALL","word","games_routines","produces","BASKETBALL",,,
"item_653","BOWLING","word","games_routines","produces","BOWLING",,,
"item_654","BRUSH HAIR","word","games_routines","produces","BRUSH HAIR",,,
"item_655","FOOTBALL","word","games_routines","produces","FOOTBALL",,,
"item_656","GOLF","word","games_routines","produces","GOLF",,,
"item_657","I_LOVE_YOU","word","games_routines","produces","I-LOVE-YOU",,,
"item_658","LETS_SEE_WELL_SEE","word","games_routines","produces","LET'S-SEE/WE'LL SEE",,,
"item_659","OH_I_SEE","word","games_routines","produces","OH-I-SEE",,,
"item_660","SOCCER","word","games_routines","produces","SOCCER",,,
"item_661","VOLLEYBALL","word","games_routines","produces","VOLLEYBALL",,,
"item_662","WASH_FACE","word","games_routines","produces","WASH FACE",,,
"item_663","WASH_HANDS","word","games_routines","produces","WASH HANDS",,,
"item_664","WATER_SKI","word","games_routines","produces","WATER-SKI",,,
"item_665","WELCOME","word","games_routines","produces","WELCOME",,,
"item_666","MANY","word","quantifiers","produces","MANY",,,
"item_667","NUMBERS","word","quantifiers","produces","NUMBERS (1,2,3 etc.)",,,
"item_668","LEARN","word","action_words","produces","LEARN",,,
"item_669","PUNISH","word","action_words","produces","PUNISH",,,
"item_670","TEACH","word","action_words","produces","TEACH",,,
"item_671","DEAF","word","descriptive_words","produces","DEAF",,,
"item_672","DELICIOUS","word","descriptive_words","produces","DELICIOUS",,,
"item_673","DIFFERENT","word","descriptive_words","produces","DIFFERENT",,,
"item_674","DISAPPOINT","word","descriptive_words","produces","DISAPPOINT",,,
"item_675","DRY","word","descriptive_words","produces","DRY",,,
"item_676","CRAZY","word","descriptive_words","produces","CRAZY",,,
"item_677","FUNNY","word","descriptive_words","produces","FUNNY",,,
"item_678","HANDSOME","word","descriptive_words","produces","HANDSOME",,,
"item_679","HEARING","word","descriptive_words","produces","HEARING",,,
"item_680","SHORT","word","descriptive_words","produces","SHORT",,,
"item_681","SILLY","word","descriptive_words","produces","SILLY",,,
"item_682","TALL","word","descriptive_words","produces","TALL",,,
"item_683","UPSET","word","descriptive_words","produces","UPSET",,,
"item_684","BLACK","word","descriptive_words","produces","BLACK",,,
"item_685","BLUE","word","descriptive_words","produces","BLUE",,,
"item_686","BROWN","word","descriptive_words","produces","BROWN",,,
"item_687","GREEN","word","descriptive_words","produces","GREEN",,,
"item_688","ORANGE","word","descriptive_words","produces","ORANGE",,,
"item_689","PINK","word","descriptive_words","produces","PINK",,,
"item_690","PURPLE","word","descriptive_words","produces","PURPLE",,,
"item_691","RED","word","descriptive_words","produces","RED",,,
"item_692","WHITE","word","descriptive_words","produces","WHITE",,,
"item_693","YELLOW","word","descriptive_words","produces","YELLOW",,,
"item_694","BIRTHDAY","word","time_words","produces","BIRTHDAY",,,
"item_695","CHRISTMAS","word","time_words","produces","CHRISTMAS",,,
"item_696","EASTER","word","time_words","produces","EASTER",,,
"item_697","HANUKKAH","word","time_words","produces","HANUKKAH",,,
"item_698","HALLOWEEN","word","time_words","produces","HALLOWEEN",,,
"item_699","FOR_FOR","word","question_words","produces","FOR-FOR",,,
